ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Age,Age_Group,Recency,Complain, MntWines , MntFruits , MntMeatProducts , MntFishProducts , MntSweetProducts , MntGoldProds ,NumDealsPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Response_Total,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,,
269,1963,PhD,Single,"$46,757.00 ",0,1,11/16/12,63,56+,71,0,$777.00 ,$30.00 ,$163.00 , $-   ,$51.00 ,$122.00 ,6,0,0,0,0,0,0,0,4,4,7,9,,
271,1969,Graduation,Widow,"$40,590.00 ",1,1,2/10/13,57,56+,30,0,$154.00 , $-   ,$50.00 ,$6.00 ,$11.00 ,$37.00 ,5,0,0,1,0,0,0,1,3,4,3,6,,
273,1970,Master,Married,"$36,138.00 ",1,1,7/16/13,56,56+,48,0,$130.00 , $-   ,$16.00 , $-   , $-   ,$5.00 ,5,0,0,0,1,0,0,1,3,1,4,7,,
274,1973,Graduation,Single,"$34,853.00 ",1,1,12/23/13,53,46-55,75,0,$9.00 ,$3.00 ,$15.00 ,$2.00 ,$3.00 ,$2.00 ,2,0,0,0,0,0,0,0,2,0,3,6,,
286,1952,Graduation,Single,"$44,213.00 ",1,1,11/29/13,74,56+,48,0,$95.00 ,$11.00 ,$35.00 , $-   ,$4.00 ,$7.00 ,4,0,0,0,0,0,0,0,2,1,5,6,,
291,1970,Graduation,Married,"$72,940.00 ",0,0,6/19/13,56,56+,13,0,$182.00 ,$74.00 ,$298.00 ,$162.00 ,$149.00 ,$116.00 ,1,0,0,0,0,0,0,0,3,3,6,1,,
295,1989,Graduation,Single,"$81,217.00 ",0,0,7/19/13,37,36-45,77,0,$493.00 ,$70.00 ,$324.00 ,$146.00 ,$40.00 ,$84.00 ,1,0,0,0,0,0,0,0,3,7,11,1,,
304,1981,Master,Single,"$22,944.00 ",1,0,12/23/13,45,36-45,67,0,$19.00 ,$3.00 ,$19.00 ,$4.00 ,$5.00 ,$26.00 ,3,0,0,0,0,0,0,0,3,0,3,7,,
309,1961,PhD,Together,"$63,342.00 ",0,1,10/16/12,65,56+,48,0,$918.00 ,$21.00 ,$118.00 ,$13.00 ,$10.00 ,$21.00 ,3,0,0,0,1,0,0,1,8,3,5,6,,
310,1970,Master,Married,"$61,872.00 ",0,1,12/13/13,56,56+,81,0,$330.00 ,$5.00 ,$159.00 ,$36.00 ,$27.00 ,$16.00 ,4,0,0,0,0,0,0,0,4,4,9,4,,
313,1968,Graduation,Widow,"$73,455.00 ",0,0,10/28/13,58,56+,98,0,$901.00 ,$61.00 ,$757.00 ,$186.00 ,$163.00 ,$20.00 ,1,0,0,0,1,0,0,1,6,5,10,3,,
322,1978,Graduation,Together,"$42,554.00 ",1,1,12/1/13,48,46-55,93,0,$29.00 ,$1.00 ,$11.00 , $-   , $-   , $-   ,2,0,0,0,0,0,0,0,2,0,3,4,,
326,1973,Graduation,Married,"$51,148.00 ",1,1,2/18/13,53,46-55,38,0,$235.00 ,$6.00 ,$45.00 ,$8.00 ,$9.00 ,$12.00 ,4,0,0,0,0,0,0,0,5,1,6,6,,
332,1957,Graduation,Married,"$47,743.00 ",0,1,3/22/13,69,56+,56,0,$198.00 ,$2.00 ,$43.00 , $-   ,$12.00 ,$20.00 ,3,0,0,0,1,0,0,1,4,1,6,6,,
339,1972,PhD,Married,"$57,091.00 ",0,1,11/23/12,54,46-55,82,0,$462.00 , $-   ,$24.00 ,$6.00 , $-   ,$4.00 ,2,0,0,0,1,0,1,2,9,2,5,7,,
340,1970,Graduation,Divorced,"$72,967.00 ",0,1,12/15/12,56,56+,1,0,$158.00 ,$35.00 ,$179.00 , $-   , $-   ,$125.00 ,2,0,0,1,0,0,1,2,7,2,8,5,,
347,1976,Graduation,Divorced,"$40,780.00 ",0,1,8/9/12,50,46-55,30,0,$229.00 ,$27.00 ,$71.00 ,$13.00 ,$3.00 ,$34.00 ,4,0,0,0,0,0,0,0,7,1,5,9,,
359,1950,Graduation,Together,"$48,070.00 ",0,1,1/13/13,76,56+,33,1,$373.00 ,$14.00 ,$83.00 ,$6.00 ,$9.00 ,$19.00 ,3,0,0,0,0,0,0,0,8,2,6,7,,
361,1969,Master,Married,"$43,142.00 ",1,1,2/18/14,57,56+,84,0,$5.00 ,$1.00 ,$7.00 ,$2.00 ,$1.00 ,$4.00 ,1,0,0,0,0,0,0,0,1,0,2,7,,
367,1978,2n Cycle,Married,"$36,550.00 ",1,0,2/19/13,48,46-55,74,0,$47.00 ,$90.00 ,$94.00 ,$123.00 ,$103.00 ,$120.00 ,5,0,0,0,0,0,0,0,9,1,5,9,,
368,1974,Graduation,Married,"$40,049.00 ",0,1,11/29/12,52,46-55,61,0,$91.00 ,$65.00 ,$52.00 ,$10.00 ,$44.00 ,$28.00 ,3,0,0,0,0,0,0,0,3,2,6,5,,
375,1954,Graduation,Divorced,"$76,773.00 ",0,0,2/25/13,72,56+,79,0,$516.00 ,$56.00 ,$449.00 ,$86.00 ,$33.00 ,$16.00 ,1,0,0,0,0,0,0,0,2,2,11,1,,
378,1971,Graduation,Married,"$52,531.00 ",0,0,12/30/12,55,46-55,68,0,$283.00 ,$112.00 ,$151.00 ,$51.00 ,$72.00 ,$125.00 ,2,0,0,0,0,0,0,0,7,2,10,6,,
380,1954,Graduation,Divorced,"$64,497.00 ",0,1,10/9/12,72,56+,17,0,"$1,170.00 ",$48.00 ,$320.00 ,$42.00 ,$32.00 ,$192.00 ,5,0,0,1,0,0,1,2,11,4,9,8,,
387,1976,Basic,Married,"$7,500.00 ",0,0,11/13/12,50,46-55,59,0,$6.00 ,$16.00 ,$11.00 ,$11.00 ,$1.00 ,$16.00 ,1,0,0,0,0,0,0,0,2,0,3,8,,
405,1964,Graduation,Divorced,"$41,638.00 ",0,1,2/13/13,62,56+,68,0,$315.00 , $-   ,$31.00 ,$4.00 , $-   ,$91.00 ,4,0,0,1,0,0,0,1,5,5,3,8,,
425,1985,Graduation,Married,"$55,357.00 ",2,0,2/19/13,41,36-45,66,0,$374.00 ,$64.00 ,$116.00 ,$84.00 ,$25.00 ,$64.00 ,3,0,0,0,0,0,0,0,6,2,11,5,,
433,1958,Master,Single,"$61,331.00 ",1,1,10/3/13,68,56+,42,0,$534.00 ,$5.00 ,$47.00 , $-   ,$5.00 ,$41.00 ,5,0,0,0,0,0,0,0,11,1,6,8,,
437,1976,Master,Divorced,"$75,012.00 ",0,0,1/25/14,50,46-55,41,0,$294.00 ,$142.00 ,$218.00 ,$164.00 ,$58.00 ,$151.00 ,1,0,0,0,0,0,0,0,3,8,11,1,,
448,1978,PhD,Single,"$54,880.00 ",1,0,1/3/13,48,46-55,57,0,$308.00 ,$85.00 ,$137.00 ,$102.00 ,$45.00 ,$118.00 ,2,0,0,0,0,0,0,0,6,2,11,5,,
450,1958,Master,Together,"$42,315.00 ",0,1,12/7/13,68,56+,90,0,$67.00 ,$15.00 ,$80.00 ,$17.00 ,$11.00 ,$80.00 ,3,0,0,0,0,0,0,0,1,4,4,3,,
451,1989,Graduation,Single,"$9,255.00 ",1,0,12/20/13,37,36-45,91,0,$9.00 , $-   ,$7.00 ,$2.00 , $-   ,$4.00 ,1,0,0,0,0,0,0,0,1,1,2,8,,
453,1956,PhD,Widow,"$35,340.00 ",1,1,6/29/14,70,56+,1,0,$27.00 , $-   ,$12.00 , $-   ,$1.00 ,$5.00 ,2,0,0,0,0,0,0,0,2,0,3,5,,
454,1980,Graduation,Together,"$69,508.00 ",1,0,11/14/12,46,46-55,48,0,$824.00 ,$32.00 ,$162.00 ,$42.00 ,$32.00 ,$43.00 ,2,0,0,0,0,0,0,0,11,4,11,6,,
455,1946,PhD,Married,"$51,012.00 ",0,0,4/18/13,80,56+,86,0,$102.00 ,$9.00 ,$63.00 ,$2.00 ,$9.00 ,$24.00 ,1,0,0,0,0,0,0,0,4,1,4,6,,
456,1986,2n Cycle,Married,"$7,500.00 ",1,0,7/2/13,40,36-45,96,0,$1.00 ,$11.00 ,$5.00 ,$4.00 ,$6.00 ,$9.00 ,2,0,0,0,0,0,0,0,2,0,3,8,,
460,1972,PhD,Married,"$79,930.00 ",0,0,8/8/12,54,46-55,72,0,$792.00 ,$86.00 ,$740.00 ,$67.00 ,$51.00 ,$17.00 ,1,0,0,0,0,0,0,0,3,5,8,2,,
466,1944,Graduation,Married,"$65,275.00 ",0,0,3/4/13,82,56+,9,0,$388.00 ,$14.00 ,$218.00 ,$91.00 ,$14.00 ,$21.00 ,1,0,0,0,0,0,0,0,4,3,13,2,,
477,1986,Graduation,Married,"$83,512.00 ",0,0,6/17/14,40,36-45,31,0,"$1,060.00 ",$61.00 ,$835.00 ,$80.00 ,$20.00 ,$101.00 ,1,1,1,1,0,1,1,5,4,7,10,1,,
486,1988,Graduation,Married,"$84,219.00 ",0,0,2/2/14,38,36-45,27,0,$434.00 ,$137.00 ,$400.00 ,$45.00 ,$137.00 ,$45.00 ,1,0,0,0,0,0,0,0,3,4,10,1,,
498,1970,Graduation,Single,"$30,015.00 ",1,0,2/2/14,56,56+,28,0,$25.00 , $-   ,$22.00 ,$2.00 ,$3.00 ,$5.00 ,2,0,0,0,0,0,0,0,1,0,4,5,,
500,1977,Graduation,Together,"$96,876.00 ",0,0,6/8/13,49,46-55,79,0,$908.00 ,$43.00 ,$735.00 ,$40.00 ,$194.00 ,$21.00 ,1,1,0,0,1,1,1,4,7,7,9,2,,
503,1985,Master,Married,"$20,559.00 ",1,0,12/3/13,41,36-45,88,0,$13.00 ,$1.00 ,$29.00 ,$3.00 , $-   ,$7.00 ,2,0,0,0,0,0,0,0,2,0,3,8,,
520,1974,Graduation,Married,"$34,421.00 ",1,0,1/7/13,52,46-55,81,0,$3.00 ,$3.00 ,$7.00 ,$6.00 ,$2.00 ,$9.00 ,1,0,0,0,0,0,0,0,1,0,2,7,,
521,1985,Graduation,Together,"$54,006.00 ",1,0,9/18/12,41,36-45,42,0,$174.00 ,$77.00 ,$203.00 ,$6.00 ,$24.00 ,$97.00 ,2,0,0,0,0,0,0,0,8,1,7,7,,
523,1989,Graduation,Married,"$37,155.00 ",1,0,1/31/13,37,36-45,51,0,$23.00 , $-   ,$26.00 ,$7.00 ,$15.00 ,$3.00 ,1,0,0,0,0,0,0,0,2,0,4,5,,
524,1966,Basic,Together,"$22,634.00 ",0,0,1/16/13,60,56+,47,0,$2.00 ,$23.00 ,$11.00 ,$8.00 ,$6.00 ,$46.00 ,1,0,0,0,0,0,0,0,2,1,2,8,,
528,1978,Graduation,Married,"$65,819.00 ",0,0,11/29/12,48,46-55,99,0,$267.00 ,$38.00 ,$701.00 ,$149.00 ,$165.00 ,$63.00 ,1,0,0,0,0,0,0,0,5,4,10,3,,
531,1954,PhD,Divorced,"$57,333.00 ",0,1,9/22/12,72,56+,55,0,$941.00 ,$14.00 ,$397.00 ,$76.00 ,$58.00 ,$176.00 ,11,0,0,0,0,0,1,1,8,5,9,6,,
535,1987,Graduation,Divorced,"$81,361.00 ",0,0,2/25/14,39,36-45,18,0,$163.00 ,$23.00 ,$424.00 ,$27.00 ,$65.00 ,$76.00 ,1,0,0,0,0,0,0,0,3,10,13,1,,
538,1989,Graduation,Single,"$46,107.00 ",1,0,10/2/14,37,36-45,78,0,$31.00 ,$9.00 ,$27.00 ,$16.00 ,$9.00 ,$33.00 ,1,0,0,0,0,0,0,0,1,1,4,3,,
544,1954,Graduation,Married,"$62,820.00 ",0,0,11/5/13,72,56+,51,0,$398.00 ,$61.00 ,$265.00 ,$138.00 ,$61.00 ,$53.00 ,1,0,0,0,0,0,0,0,3,4,6,1,,
550,1952,Graduation,Divorced,"$62,335.00 ",0,1,5/23/13,74,56+,87,0,$243.00 ,$131.00 ,$217.00 ,$85.00 ,$6.00 ,$26.00 ,2,0,0,0,0,0,0,0,3,3,13,2,,
564,1981,PhD,Together,"$56,937.00 ",1,0,4/8/12,45,36-45,81,0,$746.00 ,$8.00 ,$125.00 ,$11.00 ,$8.00 ,$8.00 ,7,0,0,0,1,0,1,2,8,6,9,6,,
569,1991,Graduation,Single,"$90,273.00 ",0,0,12/14/13,35,26-35,32,0,$704.00 ,$129.00 ,$853.00 ,$120.00 ,$74.00 ,$111.00 ,1,1,0,0,1,1,1,4,5,6,7,2,,
574,1964,Graduation,Married,"$42,523.00 ",0,0,4/23/14,62,56+,96,0,$14.00 ,$36.00 ,$11.00 ,$3.00 ,$26.00 ,$35.00 ,1,0,0,0,0,0,0,0,1,1,4,2,,
577,1976,2n Cycle,Together,"$26,907.00 ",1,1,8/20/13,50,46-55,10,0,$9.00 ,$1.00 ,$7.00 , $-   ,$3.00 ,$2.00 ,2,0,0,0,0,0,0,0,1,0,3,7,,
590,1970,Master,Divorced,"$78,579.00 ",0,0,12/22/12,56,56+,35,0,$816.00 ,$66.00 ,$549.00 ,$216.00 ,$66.00 ,$99.00 ,1,0,0,0,0,0,1,1,5,6,4,3,,
591,1957,Graduation,Widow,"$66,033.00 ",0,1,1/20/13,69,56+,76,0,$293.00 ,$35.00 ,$179.00 ,$46.00 ,$59.00 ,$65.00 ,2,0,0,0,0,0,0,0,8,3,7,7,,
606,1967,Graduation,Single,"$25,930.00 ",1,1,10/10/13,59,56+,87,0,$6.00 ,$1.00 ,$2.00 ,$2.00 , $-   ,$4.00 ,1,0,0,0,0,0,0,0,1,0,2,7,,
607,1955,2n Cycle,Divorced,"$41,769.00 ",0,1,2/13/13,71,56+,31,0,$302.00 ,$29.00 ,$131.00 ,$32.00 , $-   ,$27.00 ,6,0,0,0,0,0,0,0,8,1,7,8,,
610,1953,PhD,Together,"$53,593.00 ",1,1,7/8/12,73,56+,60,0,$349.00 ,$4.00 ,$78.00 ,$6.00 , $-   ,$43.00 ,8,0,0,0,0,0,0,0,7,2,6,8,,
615,1960,Graduation,Together,"$30,507.00 ",0,0,11/3/13,66,56+,29,0,$65.00 ,$36.00 ,$74.00 ,$38.00 ,$20.00 ,$110.00 ,1,0,0,0,0,0,0,0,5,1,4,7,,
618,1977,PhD,Married,"$69,389.00 ",0,1,9/28/12,49,46-55,17,0,$422.00 ,$7.00 ,$238.00 ,$69.00 ,$46.00 ,$15.00 ,1,0,0,0,0,0,0,0,7,2,12,4,,
624,1984,Master,Single,"$18,890.00 ",0,0,10/11/12,42,36-45,5,0,$6.00 ,$4.00 ,$1.00 ,$7.00 ,$2.00 ,$15.00 ,1,0,0,1,0,0,1,2,0,1,2,6,,
626,1951,Graduation,Married,"$32,871.00 ",1,1,9/3/13,75,56+,28,0,$22.00 ,$2.00 ,$12.00 , $-   ,$2.00 ,$5.00 ,1,0,0,0,0,0,0,0,1,0,3,4,,
635,1966,Master,Married,"$57,183.00 ",1,1,3/19/13,60,56+,51,0,$464.00 ,$5.00 ,$64.00 ,$7.00 , $-   ,$70.00 ,8,0,0,0,0,0,0,0,9,1,7,8,,
640,1951,Graduation,Married,"$57,304.00 ",0,1,11/3/13,75,56+,61,0,$356.00 ,$80.00 ,$329.00 ,$138.00 ,$17.00 ,$106.00 ,2,0,0,0,0,0,0,0,7,6,10,5,,
641,1967,Graduation,Single,"$52,074.00 ",0,1,4/4/14,59,56+,77,0,$59.00 , $-   ,$12.00 , $-   , $-   ,$48.00 ,1,0,0,1,0,0,0,1,2,2,2,4,,
